House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
2,Upland Street,Jasmine,Thomas,39,Head,Married,Female,"Production designer, theatre/television/film",None,None
2,Upland Street,Sean,Thomas,42,Husband,Married,Male,Clothing/textile technologist,None,None
3,Upland Street,Lucy,Gray,25,Head,Divorced,Female,Unemployed,None,Methodist
3,Upland Street,Jeffrey,Gray,4,Son,NA,Male,Child,None,NA
4,Upland Street,Olivia,Davies,61,Head,Divorced,Female,"Scientist, research (medical)",None,Christian
4,Upland Street,Rachael,Davies,40,Daughter,Divorced,Female,Youth worker,None,Christian
4,Upland Street,June,Davies,40,Daughter,Single,Female,Contractor,None,Christian
4,Upland Street,Lauren,Davies,40,Adopted Daughter,Single,Female,"Doctor, general practice",None,Christian
4,Upland Street,Jason,Davies,39,Son,Single,Male,"Journalist, newspaper",Unknown Infection,Christian
5,Upland Street,Kathryn,Pearson,28,Head,Married,Female,Ambulance person,None,Catholic
5,Upland Street,Bradley,Pearson,32,Husband,Married,Male,"Radiographer, therapeutic",None,None
6,Upland Street,Lee,Kelly,21,Head,Single,Male,University Student,None,Methodist
7,Upland Street,Liam,Porter,56,Head,Divorced,Male,Manufacturing systems engineer,None,Christian
8,Upland Street,Molly,Smith,52,Head,Married,Female,Arts development officer,None,Methodist
8,Upland Street,Kenneth,Smith,54,Husband,Married,Male,Tax inspector,None,Methodist
8,Upland Street,Harry,Smith,22,Son,Single,Male,Training and development officer,None,Methodist
8,Upland Street,Gavin,Smith,18,Son,Single,Male,Student,None,Methodist
8,Upland Street,Joanna,Smith,17,Daughter,NA,Female,Student,None,NA
9,Upland Street,Kerry,Harris,21,Head,Single,Female,University Student,None,Sikh
9,Upland Street,Conor,Thomas,24,Partner,Single,Male,"Journalist, broadcasting",None,Sikh
10,Upland Street,Jenna,Evans,33,Head,Married,Female,"Surveyor, rural practice",None,None
10,Upland Street,Barry,Evans,34,Husband,Married,Male,"Geologist, wellsite",None,None
10,Upland Street,Francesca,Evans,5,Daughter,NA,Female,Student,None,NA
10,Upland Street,Stanley,Evans,4,Son,NA,Male,Child,None,NA
11,Upland Street,Howard,Hobbs,47,Head,Divorced,Male,"Journalist, magazine",None,Catholic
12,Upland Street,Alison,Martin,57,Head,Married,Female,Marine scientist,None,Sikh
12,Upland Street,Patrick,Martin,60,Husband,Married,Male,Network engineer,None,None
12,Upland Street,Damian,Thompson,10,Grandson,NA,Male,Student,None,NA
13,Upland Street,Marcus,Fisher-Ward,30,Head,Divorced,Male,Rural practice surveyor,None,Catholic
13,Upland Street,Abigail,Fisher-Ward,3,Daughter,NA,Female,Child,None,NA
13,Upland Street,Jacob,Fisher-Ward,0,Son,NA,Male,Child,None,NA
13,Upland Street,Sharon,Fisher-Ward,0,Daughter,NA,Female,Child,None,NA
13,Upland Street,George,Jones,26,Lodger,Single,Male,Insurance broker,None,Sikh
14,Upland Street,Jeffrey,James,43,Head,Single,Male,"Therapist, horticultural",None,Catholic
14,Upland Street,Emily,Robertson,44,Partner,Single,Female,Haematologist,None,Catholic
15,Upland Street,Cheryl,Green,62,Head,Single,Female,Optometrist,None,Christian
15,Upland Street,Matthew,Parsons,66,Partner,Single,Male,Sub,None,None
16,Upland Street,Andrea,Potts,47,Head,Divorced,Female,Adult nurse,None,None
17,Upland Street,Stephen,Whittaker,38,Head,Single,Male,Television camera operator,None,None
18,Upland Street,Jill,Higgins,23,Head,Married,Female,Accounting technician,None,Muslim
18,Upland Street,Thomas,Higgins,24,Husband,Married,Male,"Surveyor, insurance",None,None
18,Upland Street,Judith,Rhodes,5,Daughter,NA,Female,Student,None,NA
18,Upland Street,Joshua,Rhodes,2,Son,NA,Male,Child,None,NA
18,Upland Street,Bernard,Payne,48,Lodger,Single,Male,Automotive engineer,None,Catholic
19,Upland Street,Karl,Allen,39,Head,Single,Male,"Scientist, research (life sciences)",None,Christian
20,Upland Street,Karl,Sinclair,32,Head,Single,Male,"Education officer, community",None,Catholic
21,Upland Street,Megan,Roberts,68,Head,Married,Female,Retired Medical physicist,None,Christian
21,Upland Street,Ryan,Roberts,72,Husband,Married,Male,Unemployed,None,None
21,Upland Street,Shannon,Roberts,49,Daughter,Single,Female,"Education officer, community",None,None
21,Upland Street,Shaun,Roberts,42,Son,Single,Male,Local government officer,None,Christian
21,Upland Street,Teresa,Roberts,39,Daughter,Single,Female,Risk analyst,None,Christian
22,Upland Street,Catherine,Cross,66,Head,Married,Female,Commercial horticulturist,None,None
22,Upland Street,Alex,Cross,68,Husband,Married,Male,Retired Merchant navy officer,None,None
22,Upland Street,Declan,Cross,42,Son,Single,Male,"Geneticist, molecular",None,None
23,Upland Street,Pamela,Walsh,58,Head,Married,Female,"Engineer, biomedical",None,Christian
23,Upland Street,Josh,Walsh,60,Husband,Married,Male,"Designer, jewellery",None,None
23,Upland Street,Nicholas,Walsh,13,Grandson,NA,Male,Student,None,NA
24,Upland Street,Hayley,Lee,39,Head,Single,Female,"Engineer, civil (contracting)",None,Catholic
24,Upland Street,Liam,Wright,39,None,Single,Male,Information officer,None,None
25,Upland Street,Tracy,Davis,17,Head,Married,Female,Student,None,NA
25,Upland Street,Bruce,Davis,20,Husband,Married,Male,University Student,None,None
25,Upland Street,Angela,Davis,0,Daughter,NA,Female,Child,None,NA
26,Upland Street,Beverley,Walker,61,Head,Married,Female,Newspaper journalist,None,None
26,Upland Street,Albert,Walker,67,Husband,Married,M,Archaeologist,None,None
27,Upland Street,Francesca,Curtis,22,Head,Married,Female,University Student,None,None
27,Upland Street,Oliver,Curtis,24,Husband,Married,Male,Aid worker,None,None
28,Upland Street,Katherine,Hudson,68,Head,Divorced,Female,Retired Hospital doctor,None,Methodist
28,Upland Street,Jasmine,Hudson,10,Granddaughter,NA,Female,Student,None,NA
1,Belle Turnpike,Lauren,O'Brien-Townsend,38,Head,Divorced,Female,Training and development officer,None,Catholic
1,Belle Turnpike,Jean,O'Brien-Townsend,8,Daughter,NA,Female,Student,None,NA
2,Belle Turnpike,Sarah,Greenwood,48,Head,Single,Female,Insurance claims handler,None,Christian
2,Belle Turnpike,Daniel,Jarvis,50,Partner,Single,Male,Dentist,None,Christian
2,Belle Turnpike,Glen,Greenwood,14,Son,NA,Male,Student,None,NA
2,Belle Turnpike,Janice,Greenwood,12,Daughter,NA,Female,Student,None,NA
3,Belle Turnpike,Suzanne,Price,41,Head,Married,Female,Microbiologist,None,Methodist
3,Belle Turnpike,Dean,Price,45,Husband,Married,Male,Insurance risk surveyor,None,None
3,Belle Turnpike,Stuart,Price,7,Son,NA,Male,Student,None,NA
3,Belle Turnpike,Antony,Price,4,Son,NA,Male,Child,None,NA
4,Belle Turnpike,Annette,Smith,60,Head,Married,Female,Music tutor,None,None
4,Belle Turnpike,John,Smith,66,Husband,Married,Male,"Production designer, theatre/television/film",None,None
4,Belle Turnpike,Gareth,Smith,23,Son,Single,Male,"Teacher, English as a foreign language",None,None
4,Belle Turnpike,Lynn,Smith,21,Daughter,Single,Female,University Student,None,None
5,Belle Turnpike,Christine,Quinn,45,Head,Single,Female,Community pharmacist,None,None
5,Belle Turnpike,Damian,Ingram,48,Partner,Single,Male,Immunologist,None,None
5,Belle Turnpike,Shannon,Quinn,15,Daughter,NA,Female,Student,None,NA
6,Belle Turnpike,Marian,Wells,64,Head,Single,Female,"Conservation officer, historic buildings",None,Methodist
6,Belle Turnpike,Katherine,Myers,55,None,Single,Female,Estate agent,None,Christian
6,Belle Turnpike,Marc,Jordan,24,None,Single,Male,Pensions consultant,None,None
6,Belle Turnpike,Sian,Mason,38,None,Single,Female,Retail buyer,None,None
7,Belle Turnpike,Victoria,Ahmed,74,Head,Married,Female,"Retired Accountant, chartered management",None,None
7,Belle Turnpike,Norman,Ahmed,79,Husband,Married,Male,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,None
7,Belle Turnpike,Ian,Ahmed,40,Son,Single,Male,Commercial art gallery manager,None,None
7,Belle Turnpike,Howard,Ahmed,40,Son,Single,Male,Paediatric nurse,None,None
7,Belle Turnpike,Kim,Ahmed,36,Daughter,Divorced,Female,Amenity horticulturist,None,None
7,Belle Turnpike,Sophie,Ahmed,35,Daughter,Single,Female,"Accountant, chartered certified",None,None
8,Belle Turnpike,Shannon,Jones,47,Head,Married,Female,Chief Marketing Officer,None,None
8,Belle Turnpike,Charles,Jones,49,Husband,Married,Male,Materials engineer,None,None
8,Belle Turnpike,Ross,Jones,16,Son,NA,m,Student,None,NA
8,Belle Turnpike,Ashley,Jones,14,Son,NA,Male,Student,None,NA
8,Belle Turnpike,Bethany,Jones,12,Daughter,NA,Female,Student,None,NA
8,Belle Turnpike,Brian,Jones,11,Son,NA,Male,Student,None,NA
9,Belle Turnpike,Marie,Jones,28,Head,Married,Female,Systems analyst,None,None
9,Belle Turnpike,Vincent,Jones,30,Husband,Married,Male,Herpetologist,None,None
9,Belle Turnpike,Jonathan,Jones,7,Son,NA,Male,Student,None,NA
9,Belle Turnpike,Bradley,Jones,5,Son,NA,Male,Student,None,NA
10,Belle Turnpike,Damien,Simmons,73,Head,Widowed,Male,Retired Museum/gallery exhibitions officer,None,Christian
11,Belle Turnpike,Stewart,Duffy,42,Head,Married,Male,"Research officer, trade union",None,None
11,Belle Turnpike,Pauline,Duffy,41,Wife,Married,Female,Unemployed,None,None
11,Belle Turnpike,Eileen,Duffy,10,Daughter,NA,Female,Student,None,NA
11,Belle Turnpike,Kerry,Duffy,8,Daughter,NA,Female,Student,None,NA
12,Belle Turnpike,Marie,Ross,22,Head,Single,Female,University Student,None,Catholic
12,Belle Turnpike,Derek,Powell,64,None,Single,Male,Firefighter,None,Christian
12,Belle Turnpike,Hazel,Hewitt,49,None,Single,Female,Brewing technologist,None,None
12,Belle Turnpike,Charles,Miller,24,None,Single,Male,Recycling officer,None,None
13,Belle Turnpike,Lindsey,Ellis,43,Head,Single,Female,Fitness centre manager,None,None
13,Belle Turnpike,Guy,Johnson,37,None,Single,Male,Research scientist (medical),None,None
13,Belle Turnpike,Joel,Jones,38,None,Single,Male,Tourist information centre manager,None,None
13,Belle Turnpike,Barbara,Carter,46,None,Single,Female,Publishing rights manager,None,Catholic
14,Belle Turnpike,Sylvia,Jones,40,Head,Married,Female,"Librarian, academic",None,None
14,Belle Turnpike,Connor,Jones,42,Husband,Married,Male,Unemployed,None,None
14,Belle Turnpike,Ruth,Jones,18,Daughter,Single,Female,Student,None,None
14,Belle Turnpike,Julie,Jones,14,Daughter,NA,Female,Student,None,NA
15,Belle Turnpike,Rachel,Powell,46,Head,Widowed,Female,Careers adviser,None,Catholic
15,Belle Turnpike,Kevin,Powell,17,Son,NA,m,Student,None,NA
15,Belle Turnpike,Christine,Powell,13,Daughter,NA,Female,Student,None,NA
16,Belle Turnpike,Marie,Jones,49,Head,Married,Female,Ceramics designer,None,Christian
16,Belle Turnpike,Maurice,Jones,55,Husband,Married,Male,Media buyer,None,Christian
16,Belle Turnpike,Thomas,Jones,16,Son,NA,Male,Student,None,NA
16,Belle Turnpike,Phillip,Jones,14,Son,NA,Male,Student,None,NA
17,Belle Turnpike,Donna,Shaw,42,Head,Single,Female,Unemployed,None,Christian
17,Belle Turnpike,Susan,Shaw,9,Daughter,NA,Female,Student,None,NA
17,Belle Turnpike,Shannon,Shaw,9,Daughter,NA,Female,Student,None,NA
17,Belle Turnpike,Martyn,Shaw,9,Son,NA,Male,Student,None,NA
17,Belle Turnpike,Holly,Shaw,6,Daughter,NA,Female,Student,None,NA
17,Belle Turnpike,Phillip,Shaw,4,Son,NA,Male,Child,None,NA
18,Belle Turnpike,Henry,Richards,73,Head,Widowed,Male,"Retired Designer, ceramics/pottery",None,Christian
19,Belle Turnpike,Hannah,Sutton,38,Head,Divorced,Female,Unemployed,None,Catholic
19,Belle Turnpike,Terry,Sutton,7,Son,NA,Male,Student,None,NA
19,Belle Turnpike,Keith,Sutton,3,Son,NA,Male,Child,None,NA
19,Belle Turnpike,Donald,Smith,48,Lodger,Single,Male,Accounting technician,None,None
19,Belle Turnpike,Patricia,Gallagher,34,Lodger,Single,Female,Unemployed,None,Catholic
20,Belle Turnpike,Eleanor,Shah,83,Head,Widowed,Female,Retired Banker,None,Christian
21,Belle Turnpike,Hollie,Mason,52,Head,Married,Female,Newspaper journalist,None,Christian
21,Belle Turnpike,Jason,Mason,55,Husband,Married,Male,Waste management officer,None,None
21,Belle Turnpike,Fiona,Mason,25,Daughter,Single,Female,Information officer,None,Christian
21,Belle Turnpike,Lee,Mason,25,Son,Divorced,Male,Advertising account executive,None,None
21,Belle Turnpike,Graeme,Mason,23,Son,Single,Male,Town planner,None,Christian
21,Belle Turnpike,Yvonne,Mason,12,Daughter,NA,Female,Student,None,NA
22,Belle Turnpike,Shaun,Allan,53,Head,Married,Male,"Doctor, general practice",None,Christian
22,Belle Turnpike,Michelle,Allan,51,Wife,Married,Female,Energy engineer,None,Christian
22,Belle Turnpike,Gail,Allan,23,Daughter,Single,Female,Administrator,None,Christian
22,Belle Turnpike,Dominic,Allan,23,Son,Widowed,Male,Chartered loss adjuster,None,None
22,Belle Turnpike,Callum,Allan,6,Son,NA,Male,Student,None,NA
23,Belle Turnpike,Carolyn,Brown,47,Head,Divorced,Female,Learning mentor,None,Christian
23,Belle Turnpike,Abbie,Brown,1,Daughter,NA,Female,Child,None,NA
23,Belle Turnpike,Pamela,Roberts,33,Lodger,Single,Female,Medical secretary,None,Catholic
23,Belle Turnpike,Thomas,Barker,64,Lodger,Single,Male,Community development worker,None,None
24,Belle Turnpike,Ashleigh,Anderson,55,Head,Married,Female,Herbalist,None,Methodist
24,Belle Turnpike,Joe,Anderson,54,Husband,Married,Male,Community pharmacist,None,Methodist
24,Belle Turnpike,Teresa,Anderson,17,Daughter,NA,Female,Student,None,NA
25,Belle Turnpike,Leah,Law,36,Head,Married,Female,Community development worker,None,Catholic
25,Belle Turnpike,Dean,Law,41,Husband,Married,Male,Commercial/residential surveyor,None,Catholic
26,Belle Turnpike,Kate,Kennedy,62,Head,Married,Female,Armed forces operational officer,None,Christian
26,Belle Turnpike,Mathew,Kennedy,64,Husband,Married,Male,Fast food restaurant manager,None,Christian
26,Belle Turnpike,Glenn,Kennedy,26,Son,Single,Male,Industrial/product designer,None,Christian
26,Belle Turnpike,Marc,Kennedy,25,Son,Single,Male,Architect,None,Christian
27,Belle Turnpike,Ruth,Cook-Thomas,61,Head,Divorced,Female,Unemployed,None,Christian
27,Belle Turnpike,Robin,Cook-Thomas,45,Son,Divorced,Male,"Conservation officer, nature",None,None
28,Belle Turnpike,Heather,Fletcher,30,Head,Single,Female,Unemployed,None,Muslim
28,Belle Turnpike,Paul,Fletcher,9,Son,NA,Male,Student,None,NA
28,Belle Turnpike,Jordan,Fletcher,9,Son,NA,Male,Student,None,NA
28,Belle Turnpike,Anthony,Fletcher,6,Son,NA,Male,Student,None,NA
29,Belle Turnpike,Kenneth,Evans,21,Head,Single,Male,University Student,None,None
29,Belle Turnpike,Robert,Coleman,20,None,Single,Male,University Student,None,Muslim
29,Belle Turnpike,Louise,Butcher,18,None,Single,Female,University Student,None,Catholic
30,Belle Turnpike,Connor,Watson,34,Head,Widowed,Male,Sports therapist,None,None
30,Belle Turnpike,Heather,Brookes-Watson,0,Step-Daughter,NA,Female,Child,None,NA
31,Belle Turnpike,Josephine,Howell,64,Head,Married,Female,Financial planner,None,Christian
31,Belle Turnpike,Jamie,Howell,65,Husband,Married,Male,"Education officer, museum",None,Christian
31,Belle Turnpike,Terence,Lloyd,45,Son,Single,Male,Architect,None,Christian
31,Belle Turnpike,Alexander,Lloyd,41,Son,Divorced,Male,Archaeologist,None,Christian
32,Belle Turnpike,Mathew,Smith,58,Head,Single,Male,Music tutor,None,Catholic
33,Belle Turnpike,Dennis,Butcher,62,Head,Married,Male,"Civil engineer, contracting",None,None
33,Belle Turnpike,Cheryl,Butcher,59,Wife,Married,Female,"Accountant, chartered management",None,None
33,Belle Turnpike,Olivia,Butcher,31,Daughter,Divorced,Female,Visual merchandiser,None,None
33,Belle Turnpike,Julia,Butcher,24,Daughter,Single,Female,Geophysical data processor,None,None
34,Belle Turnpike,Mitchell,Ward,21,Head,Single,Male,University Student,None,None
35,Belle Turnpike,George,Jackson,40,Head,Single,Male,Insurance claims handler,None,Catholic
35,Belle Turnpike,Jeremy,Jackson,9,Son,NA,Male,Student,None,NA
35,Belle Turnpike,Lydia,Jackson,8,Daughter,NA,Female,Student,None,NA
35,Belle Turnpike,Stacey,Jackson,5,Daughter,NA,Female,Student,None,NA
36,Belle Turnpike,Teresa,Johnson,68,Head,Married,Female,"Retired Surveyor, mining",None,Christian
36,Belle Turnpike,Dean,Johnson,66,Husband,Married,m,Insurance broker,None,Christian
36,Belle Turnpike,Charlene,Johnson,29,Granddaughter,Single,Female,Fashion designer,None,Christian
36,Belle Turnpike,Steven,Johnson,25,Grandson,Divorced,Male,Make,None,Christian
37,Belle Turnpike,Marilyn,Giles,47,Head,Married,Female,Health service manager,None,Christian
37,Belle Turnpike,Bernard,Giles,53,Husband,Married,Male,Medical illustrator,None,Christian
37,Belle Turnpike,Katherine,Giles,12,Daughter,NA,Female,Student,None,NA
37,Belle Turnpike,Heather,Rogers-Giles,10,Daughter,NA,Female,Student,None,NA
37,Belle Turnpike,Darren,Rogers-Giles,7,Son,NA,Male,Student,None,NA
37,Belle Turnpike,Dennis,Rogers-Giles,4,Son,NA,Male,Child,None,NA
38,Belle Turnpike,Benjamin,Goodwin,45,Head,Single,Male,Barista,None,Christian
38,Belle Turnpike,Owen,Freeman,24,None,Single,Male,Unemployed,Blind,None
38,Belle Turnpike,Susan,Pearce,48,None,Single,Female,Energy engineer,None,None
38,Belle Turnpike,Ann,Martin,54,None,Single,Female,"Lecturer, further education",None,Methodist
39,Belle Turnpike,Rita,Nicholls,76,Head,Widowed,Female,Retired Immigration officer,None,Muslim
39,Belle Turnpike,Joanne,Nicholls,43,Daughter,Single,Female,"Education officer, museum",None,Muslim
39,Belle Turnpike,Brandon,Nicholls,40,Son,Single,Male,"Nurse, adult",None,None
39,Belle Turnpike,Phillip,Nicholls,38,Son,Single,Male,Translator,None,None
1,Begum Manors,Lauren,Lane,51,Head,Married,Female,Brewing technologist,None,Christian
1,Begum Manors,Leigh,Lane,52,Husband,Married,Male,Computer games developer,None,Christian
1,Begum Manors,Jemma,Lane,18,Daughter,Divorced,Female,Student,None,Christian
